Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type,hour,Usage_kWh,Cluster
-0.6078693095735336,-0.5227119630250736,-0.7121605878145879,-0.2873494062787908,0.5140839875435324,-0.8457822047036885,0,0,6,3.53,0
-0.4664959260853823,-0.5227119630250736,-0.7121605878145879,-1.7239645022436096,0.5140839875435324,-1.351515924151774,1,0,2,2.95,0
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-1.6663942649420782,0.5140839875435324,-1.351515924151774,1,0,2,3.1,0
-0.4664959260853823,-0.5227119630250736,-0.7121605878145879,-1.8660415098960128,0.5140839875435324,-1.1708967386346003,1,0,3,2.74,0
2.0450329649258605,-0.5227119630250736,2.389133523872064,0.5899365034261961,0.5140839875435324,0.27405674550278675,1,2,13,106.7,2
-0.5728332971438612,-0.5227119630250736,-0.7121605878145879,-1.1561846389486905,0.5140839875435324,-1.315392087048339,1,0,2,2.66,0
-0.49108260147462607,-0.5227119630250736,-0.7121605878145879,-1.2739659501252178,0.5140839875435324,-0.8457822047036885,1,0,6,3.42,0
-0.510751941786021,-0.5173421643981339,0.5283570568600728,0.9728578065785832,0.5140839875435324,1.249400347295523,1,1,20,32.87,1
1.1931046626885666,-0.5227119630250736,1.1486158791974033,0.5323662661246644,0.5140839875435324,0.4907997681233948,1,1,15,69.62,2
-0.5550079574866597,-0.5227119630250736,-0.7121605878145879,-1.3109376621537243,0.5140839875435324,1.6828863925367394,1,0,23,2.66,1
-0.5464026211004244,-0.4649866277854706,0.5283570568600728,1.0019070088866953,0.5140839875435324,1.0326573246749151,1,1,19,43.2,1
-0.7984160438401722,2.5461279522710334,-0.7121605878145879,1.025674538047878,-2.2194733588266966,1.3577718586058272,1,0,21,3.85,1
-0.7984160438401722,1.8990672177247847,-0.7121605878145879,1.025674538047878,-1.5855004714445136,0.20180907129591735,0,2,13,6.95,2
-0.7984160438401722,1.8265749362610968,-0.7121605878145879,1.025674538047878,-2.224390418449619,0.7797904649508723,0,0,17,2.92,1
1.0425112759294493,-0.5227119630250736,2.389133523872064,0.8413441452200395,0.5140839875435324,0.4185520939165255,1,1,14,110.41,2
0.6466658021626259,-0.5227119630250736,1.7688747015347337,0.8471539856816619,0.5140839875435324,0.3824282568130908,1,2,14,88.16,2
0.5599977714155419,-0.5227119630250736,0.5283570568600728,0.5809576590764157,0.5140839875435324,0.6352951165371336,1,2,16,50.4,2
-0.7984160438401722,2.1299685586831973,-0.7121605878145879,1.025674538047878,-2.1653857029745454,1.4661433699161313,1,1,22,3.67,1
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-1.7630488835308875,0.5140839875435324,-1.568258946772382,1,0,1,2.95,0
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-2.059350747073632,0.5140839875435324,-0.665163019186515,1,0,7,2.52,0
-0.7984160438401722,1.1781717520581139,-0.7121605878145879,1.025674538047878,-2.010990030814769,1.3577718586058272,0,0,21,2.99,1
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.7229081676142235,0.5140839875435324,-0.556791507876211,0,0,8,3.17,0
-0.4640372585464579,-0.5227119630250736,-0.7121605878145879,-1.9568862880232,0.5140839875435324,-1.2070205757380352,1,0,3,2.63,0
-0.22984917546391176,-0.5227119630250736,0.5283570568600728,0.8709215148428442,0.5140839875435324,1.177152673088654,1,1,20,37.37,1
-0.3423332153697017,-0.5227119630250736,-0.7121605878145879,-1.8940343775747392,0.5140839875435324,-1.315392087048339,1,0,2,3.71,0
-0.0263944366179202,-0.36833025250055385,0.5283570568600728,0.8085977717090764,0.5127727716440861,0.8159143020543069,1,1,17,42.44,1
-0.4468265857739874,-0.5227119630250736,-0.7121605878145879,-0.24932135962089855,0.5140839875435324,-1.315392087048339,0,0,2,6.66,0
-0.7984160438401722,1.806438191410073,-0.7121605878145879,1.025674538047878,-2.1548959757789765,1.0326573246749151,0,0,19,3.28,1
-0.5082932742470966,-0.5227119630250736,-0.7121605878145879,-0.5656935811219742,0.5140839875435324,-1.0625252273242964,1,0,4,4.61,0
-0.7984160438401722,0.6036032989755535,-0.7121605878145879,1.025674538047878,-1.4055360892455384,0.924285813364611,0,1,18,3.82,1
-0.7984160438401722,2.382349094149369,-0.7121605878145879,1.025674538047878,-2.19423245276236,1.393895695709262,1,1,21,3.82,1
-0.510751941786021,-0.5039176678307843,-0.7121605878145879,-1.2750222847546038,0.5108059477949174,-0.4484199965659069,0,0,8,3.2,0
-0.4689545936243066,-0.5227119630250736,-0.7121605878145879,-0.004779892918063864,0.5140839875435324,-0.556791507876211,1,0,8,7.27,0
1.582803467608079,-0.5227119630250736,2.389133523872064,0.6929291297913209,0.5140839875435324,-0.3039246481521682,1,1,9,103.9,2
2.0272076252686593,-0.5227119630250736,2.389133523872064,0.6596545889656648,0.5140839875435324,0.5991712794336989,1,2,16,116.93,2
-0.7984160438401722,2.2467616788191376,-0.7121605878145879,1.025674538047878,-2.028363641482429,1.3577718586058272,0,1,21,4.75,1
-0.4621932578922647,-0.5227119630250736,-0.7121605878145879,-1.8428021480495231,0.5140839875435324,-1.4237635983586434,0,0,2,2.81,0
-0.5193572781722562,-0.5227119630250736,-0.7121605878145879,-1.3780149111197284,0.5140839875435324,-1.604382783875817,1,0,0,2.95,0
-0.7984160438401722,1.6372895346614686,-0.7121605878145879,1.025674538047878,-2.03491972097966,1.4661433699161313,1,1,22,3.67,1
-0.5881999692621386,-0.5227119630250736,-0.7121605878145879,-0.4067152193993973,0.5140839875435324,-0.665163019186515,1,0,7,3.64,0
-0.7984160438401722,2.7300435552437214,-0.7121605878145879,1.025674538047878,-2.0234465818595067,0.7797904649508723,0,1,17,5.62,1
-0.7719853677967352,-0.16025055570663582,-0.09190176547725756,1.0251463707331852,0.5009718285490713,0.8520381391577416,1,1,17,30.1,1
-0.5132106093249453,-0.5227119630250736,-0.7121605878145879,-1.5702678136679615,0.5140839875435324,-0.7374106933933844,1,0,6,2.74,0
-0.7984160438401722,1.4157853413002008,-0.7121605878145879,1.025674538047878,-2.046392860099813,1.177152673088654,0,0,20,3.24,1
-0.4818625982036596,-0.5227119630250736,-0.7121605878145879,-1.7751967317688255,0.5140839875435324,1.6828863925367394,1,0,23,2.74,1
-0.6238506485765419,-0.4797535740095551,-0.7121605878145879,0.06124102141855465,0.5039220643228252,-0.7012868562899497,1,0,7,4.03,0
0.7683698453393821,-0.5227119630250736,0.5283570568600728,0.4573665074382657,0.5140839875435324,0.3824282568130908,1,2,14,50.4,2
-0.44436791823506294,-0.5227119630250736,-0.7121605878145879,-1.6003733506054596,0.5140839875435324,-0.8096583676002538,0,0,6,3.35,0
0.4475137315097519,-0.5227119630250736,1.1486158791974033,0.8096541063384621,0.5140839875435324,1.2132765101920886,1,1,20,68.69,1
0.6927658185174578,-0.5227119630250736,0.5283570568600728,0.5017325618724735,0.5140839875435324,-0.08718162553156009,1,2,11,50.33,2
0.7148938263677771,-0.5227119630250736,0.5283570568600728,0.4668735191027391,0.5140839875435324,-0.3761723223590375,1,1,9,49.18,2
1.122417970944491,-0.5227119630250736,1.1486158791974033,0.5835984956498803,0.5140839875435324,0.27405674550278675,1,1,13,71.5,2
0.2551229965889201,-0.5227119630250736,0.5283570568600728,0.6696897679448314,0.5140839875435324,0.23793290839935205,0,2,13,44.28,2
-0.4996879378608612,-0.5227119630250736,-0.7121605878145879,-1.515338412939895,0.5140839875435324,-1.4237635983586434,1,0,2,2.95,0
2.527546469439768,-0.5227119630250736,0.5283570568600728,-0.5387570480726344,0.5140839875435324,-0.4484199965659069,1,0,8,53.6,2
1.2152326705388858,-0.5227119630250736,1.7688747015347337,0.6686334333154449,0.5140839875435324,0.9965334875714804,1,1,18,84.53,1
2.6670758522737263,-0.5227119630250736,2.389133523872064,0.4288454724448469,0.5140839875435324,0.707542790744003,1,2,16,108.32,2
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.861288004063776,0.5140839875435324,-0.8457822047036885,1,0,6,2.95,0
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.933118758862017,0.5140839875435324,1.5745148812264351,1,1,22,2.84,1
-0.7984160438401722,1.1016521216242217,-0.7121605878145879,1.025674538047878,-1.9700145339570787,-0.05105778842812541,0,0,11,3.02,2
-0.7984160438401722,1.419812690270406,-0.7121605878145879,1.025674538047878,-2.1004805159519644,1.0326573246749151,0,0,19,2.99,1
-0.5132106093249453,-0.5227119630250736,-0.7121605878145879,-1.5200919187721318,0.5140839875435324,-1.0264013902208615,1,0,4,2.81,0
-0.7984160438401722,0.15925246259628342,-0.7121605878145879,1.025674538047878,-0.9331705614700856,-0.05105778842812541,0,0,11,3.42,2
-0.7984160438401722,1.6278923870643238,-0.7121605878145879,1.025674538047878,-1.6481110306430644,0.129561397089048,1,1,12,5.8,2
-0.7984160438401722,2.33402090650691,-0.7121605878145879,1.025674538047878,-2.1585018195024537,1.4661433699161313,1,1,22,4.0,1
-0.7805907041829705,0.02366504726605301,-0.09190176547725756,1.025674538047878,0.4868762576300262,-0.19555313684186412,0,2,10,31.43,2
-0.4087172389206597,-0.5227119630250736,-0.7121605878145879,-1.6700914361449288,0.5140839875435324,1.6467625554333047,0,0,23,3.56,1
-0.7984160438401722,1.057351282951968,-0.7121605878145879,1.025674538047878,-1.9214995456775728,1.393895695709262,0,1,21,3.13,1
0.748085838143256,-0.5227119630250736,0.5283570568600728,0.4615918459558092,0.5140839875435324,1.1049049988817845,1,1,19,49.97,1
0.2772510044392393,-0.5227119630250736,0.5283570568600728,0.7721542269952631,0.5140839875435324,0.7436666278474376,1,2,17,54.4,1
2.235579699192499,-0.5227119630250736,1.7688747015347337,0.3010289822891534,0.5140839875435324,1.6467625554333047,1,0,23,84.24,1
