Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Load_Type,hour,Usage_kWh
-0.6078693095735336,-0.5227119630250736,-0.7121605878145879,-0.2873494062787908,0.5140839875435324,-0.8457822047036885,0,0,6,3.53
-0.46649592608538226,-0.5227119630250736,-0.7121605878145879,-1.7239645022436096,0.5140839875435324,-1.351515924151774,1,0,2,2.95
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-1.6663942649420782,0.5140839875435324,-1.351515924151774,1,0,2,3.1
-0.46649592608538226,-0.5227119630250736,-0.7121605878145879,-1.8660415098960126,0.5140839875435324,-1.1708967386346005,1,0,3,2.74
2.0450329649258605,-0.5227119630250736,2.389133523872064,0.589936503426196,0.5140839875435324,0.27405674550278675,1,2,13,106.7
-0.5728332971438612,-0.5227119630250736,-0.7121605878145879,-1.1561846389486905,0.5140839875435324,-1.3153920870483393,1,0,2,2.66
-0.491082601474626,-0.5227119630250736,-0.7121605878145879,-1.2739659501252178,0.5140839875435324,-0.8457822047036885,1,0,6,3.42
-0.510751941786021,-0.5173421643981339,0.5283570568600728,0.9728578065785833,0.5140839875435324,1.249400347295523,1,1,20,32.87
1.1931046626885666,-0.5227119630250736,1.1486158791974033,0.5323662661246644,0.5140839875435324,0.4907997681233948,1,1,15,69.62
-0.5550079574866597,-0.5227119630250736,-0.7121605878145879,-1.3109376621537243,0.5140839875435324,1.6828863925367394,1,0,23,2.66
-0.5464026211004244,-0.46498662778547056,0.5283570568600728,1.0019070088866953,0.5140839875435324,1.0326573246749151,1,1,19,43.2
-0.7984160438401722,2.5461279522710334,-0.7121605878145879,1.025674538047878,-2.2194733588266966,1.3577718586058272,1,0,21,3.85
-0.7984160438401722,1.8990672177247847,-0.7121605878145879,1.025674538047878,-1.5855004714445136,0.20180907129591738,0,2,13,6.95
-0.7984160438401722,1.8265749362610972,-0.7121605878145879,1.025674538047878,-2.224390418449619,0.7797904649508723,0,0,17,2.92
1.0425112759294493,-0.5227119630250736,2.389133523872064,0.8413441452200395,0.5140839875435324,0.4185520939165255,1,1,14,110.41
0.6466658021626259,-0.5227119630250736,1.7688747015347337,0.8471539856816619,0.5140839875435324,0.3824282568130908,1,2,14,88.16
0.5599977714155419,-0.5227119630250736,0.5283570568600728,0.5809576590764157,0.5140839875435324,0.6352951165371336,1,2,16,50.4
-0.7984160438401722,2.1299685586831973,-0.7121605878145879,1.025674538047878,-2.1653857029745454,1.4661433699161313,1,1,22,3.67
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-1.7630488835308875,0.5140839875435324,-1.568258946772382,1,0,1,2.95
-0.4597345903533403,-0.5227119630250736,-0.7121605878145879,-2.0593507470736316,0.5140839875435324,-0.665163019186515,1,0,7,2.52
-0.7984160438401722,1.178171752058114,-0.7121605878145879,1.025674538047878,-2.010990030814769,1.3577718586058272,0,0,21,2.99
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.7229081676142237,0.5140839875435324,-0.556791507876211,0,0,8,3.17
-0.4640372585464579,-0.5227119630250736,-0.7121605878145879,-1.9568862880231996,0.5140839875435324,-1.2070205757380352,1,0,3,2.63
-0.22984917546391176,-0.5227119630250736,0.5283570568600728,0.870921514842844,0.5140839875435324,1.177152673088654,1,1,20,37.37
-0.3423332153697017,-0.5227119630250736,-0.7121605878145879,-1.894034377574739,0.5140839875435324,-1.3153920870483393,1,0,2,3.71
-0.026394436617920198,-0.36833025250055385,0.5283570568600728,0.8085977717090764,0.5127727716440861,0.8159143020543069,1,1,17,42.44
-0.4468265857739874,-0.5227119630250736,-0.7121605878145879,-0.24932135962089857,0.5140839875435324,-1.3153920870483393,0,0,2,6.66
-0.7984160438401722,1.8064381914100731,-0.7121605878145879,1.025674538047878,-2.154895975778977,1.0326573246749151,0,0,19,3.28
-0.5082932742470966,-0.5227119630250736,-0.7121605878145879,-0.5656935811219742,0.5140839875435324,-1.0625252273242964,1,0,4,4.61
-0.7984160438401722,0.6036032989755535,-0.7121605878145879,1.025674538047878,-1.4055360892455384,0.924285813364611,0,1,18,3.82
-0.7984160438401722,2.382349094149369,-0.7121605878145879,1.025674538047878,-2.1942324527623596,1.3938956957092619,1,1,21,3.82
-0.510751941786021,-0.5039176678307843,-0.7121605878145879,-1.2750222847546038,0.5108059477949174,-0.4484199965659069,0,0,8,3.2
-0.46895459362430664,-0.5227119630250736,-0.7121605878145879,-0.004779892918063864,0.5140839875435324,-0.556791507876211,1,0,8,7.27
1.5828034676080793,-0.5227119630250736,2.389133523872064,0.6929291297913209,0.5140839875435324,-0.3039246481521682,1,1,9,103.9
2.027207625268659,-0.5227119630250736,2.389133523872064,0.6596545889656648,0.5140839875435324,0.5991712794336989,1,2,16,116.93
-0.7984160438401722,2.2467616788191376,-0.7121605878145879,1.025674538047878,-2.0283636414824295,1.3577718586058272,0,1,21,4.75
-0.4621932578922647,-0.5227119630250736,-0.7121605878145879,-1.8428021480495231,0.5140839875435324,-1.4237635983586434,0,0,2,2.81
-0.5193572781722562,-0.5227119630250736,-0.7121605878145879,-1.3780149111197284,0.5140839875435324,-1.6043827838758167,1,0,0,2.95
-0.7984160438401722,1.6372895346614686,-0.7121605878145879,1.025674538047878,-2.03491972097966,1.4661433699161313,1,1,22,3.67
-0.5881999692621386,-0.5227119630250736,-0.7121605878145879,-0.4067152193993973,0.5140839875435324,-0.665163019186515,1,0,7,3.64
-0.7984160438401722,2.730043555243722,-0.7121605878145879,1.025674538047878,-2.0234465818595067,0.7797904649508723,0,1,17,5.62
-0.7719853677967352,-0.16025055570663582,-0.09190176547725755,1.025146370733185,0.5009718285490713,0.8520381391577416,1,1,17,30.1
-0.5132106093249453,-0.5227119630250736,-0.7121605878145879,-1.5702678136679615,0.5140839875435324,-0.7374106933933844,1,0,6,2.74
-0.7984160438401722,1.415785341300201,-0.7121605878145879,1.025674538047878,-2.046392860099813,1.177152673088654,0,0,20,3.24
-0.48186259820365956,-0.5227119630250736,-0.7121605878145879,-1.7751967317688255,0.5140839875435324,1.6828863925367394,1,0,23,2.74
-0.6238506485765419,-0.4797535740095551,-0.7121605878145879,0.06124102141855465,0.5039220643228252,-0.7012868562899497,1,0,7,4.03
0.768369845339382,-0.5227119630250736,0.5283570568600728,0.45736650743826573,0.5140839875435324,0.3824282568130908,1,2,14,50.4
-0.444367918235063,-0.5227119630250736,-0.7121605878145879,-1.6003733506054596,0.5140839875435324,-0.8096583676002538,0,0,6,3.35
0.4475137315097519,-0.5227119630250736,1.1486158791974033,0.8096541063384621,0.5140839875435324,1.2132765101920886,1,1,20,68.69
0.6927658185174578,-0.5227119630250736,0.5283570568600728,0.5017325618724735,0.5140839875435324,-0.08718162553156009,1,2,11,50.33
0.7148938263677771,-0.5227119630250736,0.5283570568600728,0.4668735191027391,0.5140839875435324,-0.3761723223590375,1,1,9,49.18
1.122417970944491,-0.5227119630250736,1.1486158791974033,0.5835984956498803,0.5140839875435324,0.27405674550278675,1,1,13,71.5
0.25512299658892007,-0.5227119630250736,0.5283570568600728,0.6696897679448314,0.5140839875435324,0.23793290839935205,0,2,13,44.28
-0.4996879378608612,-0.5227119630250736,-0.7121605878145879,-1.515338412939895,0.5140839875435324,-1.4237635983586434,1,0,2,2.95
2.527546469439768,-0.5227119630250736,0.5283570568600728,-0.5387570480726344,0.5140839875435324,-0.4484199965659069,1,0,8,53.6
1.2152326705388858,-0.5227119630250736,1.7688747015347337,0.6686334333154449,0.5140839875435324,0.9965334875714804,1,1,18,84.53
2.6670758522737263,-0.5227119630250736,2.389133523872064,0.42884547244484694,0.5140839875435324,0.707542790744003,1,2,16,108.32
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.8612880040637758,0.5140839875435324,-0.8457822047036885,1,0,6,2.95
-0.4419092506961386,-0.5227119630250736,-0.7121605878145879,-1.9331187588620171,0.5140839875435324,1.5745148812264353,1,1,22,2.84
-0.7984160438401722,1.1016521216242217,-0.7121605878145879,1.025674538047878,-1.9700145339570787,-0.05105778842812541,0,0,11,3.02
-0.7984160438401722,1.419812690270406,-0.7121605878145879,1.025674538047878,-2.1004805159519644,1.0326573246749151,0,0,19,2.99
-0.5132106093249453,-0.5227119630250736,-0.7121605878145879,-1.5200919187721318,0.5140839875435324,-1.0264013902208617,1,0,4,2.81
-0.7984160438401722,0.15925246259628342,-0.7121605878145879,1.025674538047878,-0.9331705614700856,-0.05105778842812541,0,0,11,3.42
-0.7984160438401722,1.6278923870643238,-0.7121605878145879,1.025674538047878,-1.6481110306430644,0.129561397089048,1,1,12,5.8
-0.7984160438401722,2.3340209065069106,-0.7121605878145879,1.025674538047878,-2.1585018195024537,1.4661433699161313,1,1,22,4.0
-0.7805907041829705,0.02366504726605301,-0.09190176547725755,1.025674538047878,0.4868762576300262,-0.19555313684186415,0,2,10,31.43
-0.40871723892065964,-0.5227119630250736,-0.7121605878145879,-1.6700914361449288,0.5140839875435324,1.6467625554333047,0,0,23,3.56
-0.7984160438401722,1.057351282951968,-0.7121605878145879,1.025674538047878,-1.9214995456775732,1.3938956957092619,0,1,21,3.13
0.748085838143256,-0.5227119630250736,0.5283570568600728,0.4615918459558092,0.5140839875435324,1.1049049988817845,1,1,19,49.97
0.27725100443923933,-0.5227119630250736,0.5283570568600728,0.7721542269952631,0.5140839875435324,0.7436666278474376,1,2,17,54.4
2.235579699192499,-0.5227119630250736,1.7688747015347337,0.3010289822891534,0.5140839875435324,1.6467625554333047,1,0,23,84.24
-0.7984160438401722,1.864163526649676,-0.7121605878145879,1.025674538047878,-2.063438666792612,0.8159143020543069,0,2,17,3.89
0.188738973037962,-0.5227119630250736,0.5283570568600728,0.7483866978340804,0.5140839875435324,0.4546759310199602,1,2,15,47.59
-0.37798389468410504,-0.5227119630250736,-0.7121605878145879,-1.701253307711813,0.5140839875435324,1.6828863925367394,1,0,23,3.78
-0.4222399103847436,-0.5227119630250736,-0.7121605878145879,-1.679598447809402,0.5140839875435324,-1.459887435462078,0,0,1,3.42
0.9078992281733401,-0.5227119630250736,0.5283570568600728,-0.017984075785387566,0.5140839875435324,-1.0625252273242964,0,0,4,37.33
1.1623713184520121,-0.5227119630250736,0.5283570568600728,-0.20389897055730508,0.5140839875435324,-0.014933951324690723,0,2,11,38.16
-0.17207048829918914,-0.5227119630250736,0.5283570568600728,0.8381751413318816,0.5140839875435324,-0.2678008110487335,0,1,10,37.22
-0.7984160438401722,3.020012681098472,-0.7121605878145879,1.025674538047878,-2.2860175657235855,1.4661433699161313,1,1,22,3.89
1.4389714165810035,-0.5227119630250736,1.1486158791974033,0.4108877837452865,0.5140839875435324,-0.12330546263499477,1,2,11,68.69
0.11129094556184449,-0.5227119630250736,0.5283570568600728,0.7420486900577647,0.5140839875435324,-0.12330546263499477,1,2,11,43.34
2.7930825636436,-0.5227119630250736,3.0093923462093946,0.5487394528801459,0.5140839875435324,-0.014933951324690723,0,2,11,127.98
-0.5550079574866597,-0.5227119630250736,-0.7121605878145879,-0.7030170829421412,0.5140839875435324,1.61063871832987,1,1,23,3.6
-0.7984160438401722,1.7393157085733253,-0.7121605878145879,1.025674538047878,-2.091957612605565,1.2132765101920886,1,0,20,3.53
0.45857773543491154,-0.5227119630250736,-0.09190176547725755,-0.46692629327439344,0.5140839875435324,-0.5206676707727763,1,0,8,21.06
-0.491082601474626,-0.5227119630250736,-0.7121605878145879,-1.3838247515813509,0.5140839875435324,-0.7012868562899497,1,0,7,3.24
-0.7959573763012479,0.13508836877505426,0.5283570568600728,1.025674538047878,0.4783533542836264,0.8520381391577416,1,2,17,32.9
-0.6060253089193401,-0.4985478692038444,-0.7121605878145879,-0.08453315743669855,0.5108059477949174,1.7190102296401741,1,0,23,4.03
-0.5328799496363402,-0.5227119630250736,-0.7121605878145879,-1.354775549273239,0.5140839875435324,-1.6043827838758167,1,0,0,2.84
-0.7984160438401722,2.8414668767527225,-0.7121605878145879,1.025674538047878,-2.2840507418744163,1.4661433699161313,1,1,22,3.71
-0.46649592608538226,-0.5227119630250736,-0.7121605878145879,-1.993329832737013,0.5140839875435324,-1.0625252273242964,1,0,4,2.56
-0.7099040124388949,-0.36833025250055385,-0.09190176547725755,1.0198646975862558,0.511789359719502,0.8520381391577416,1,1,17,31.03
1.480768764742718,-0.5227119630250736,1.7688747015347337,0.5640563050062417,0.5140839875435324,0.5630474423302642,1,2,15,82.76
2.478987785546012,-0.5227119630250736,2.389133523872064,0.5328944334393576,0.5140839875435324,-0.2678008110487335,1,1,10,114.62
1.1181153027513735,-0.5227119630250736,1.7688747015347337,0.6628235928538225,0.5140839875435324,-0.3039246481521682,1,1,9,79.74
-0.7984160438401722,1.8306022852313022,-0.7121605878145879,1.025674538047878,-2.0175461103119994,1.2132765101920886,0,0,20,4.1
-0.5218159457111806,-0.5227119630250736,-0.7121605878145879,-0.9961499425967272,0.5140839875435324,1.61063871832987,1,1,23,3.53
0.5249617589858696,-0.5227119630250736,0.5283570568600728,0.639584231007333,0.5140839875435324,0.7436666278474376,1,2,17,53.17
-0.524274613250105,-0.4985478692038444,-0.7121605878145879,-1.0009034484289636,0.5098225358703328,-0.4484199965659069,1,0,8,3.49
3.18708403675623,-0.5227119630250736,3.0093923462093946,0.40507794328366414,0.5140839875435324,-0.014933951324690723,1,2,11,121.64
-0.6435199888879369,-0.5227119630250736,-0.7121605878145879,0.01317779578149655,0.5140839875435324,-0.9541537160139925,1,0,5,3.46
-0.6545839928130965,-0.4555894801883259,-0.7121605878145879,0.2350080679525349,0.48589284570544156,-1.6405066209792514,1,0,0,3.78
-0.7984160438401722,2.35818500032814,-0.7121605878145879,1.025674538047878,-2.0811400814351346,0.3463044197096561,0,0,14,4.57
0.11743761440915539,-0.5227119630250736,0.5283570568600728,0.7077178146027235,0.5140839875435324,0.23793290839935205,0,2,13,40.97
2.1446090002522977,-0.5227119630250736,1.7688747015347337,0.4267328031860748,0.5140839875435324,-0.19555313684186415,1,2,10,91.8
-0.5396412853683823,-0.5227119630250736,-0.7121605878145879,-1.0098822927787436,0.5140839875435324,-0.8457822047036885,0,0,6,3.28
-0.550705289293542,-0.5227119630250736,-0.7121605878145879,-0.7986153669015649,0.5140839875435324,-0.665163019186515,1,0,7,3.49
-0.7984160438401722,2.1407081559370766,-0.7121605878145879,1.025674538047878,-2.0726171780887346,1.3577718586058272,0,0,21,4.28
0.4936137478645838,-0.5227119630250736,-0.09190176547725755,-0.24139884990050406,0.5140839875435324,0.02118988577874396,0,2,12,24.59
1.5846474682622727,-0.5227119630250736,2.389133523872064,0.7277881725610553,0.5140839875435324,0.31018058260622144,1,1,14,110.48
-0.3958092343413067,-0.5227119630250736,-0.7121605878145879,-0.7209747716417009,0.5140839875435324,-0.556791507876211,1,0,8,5.9
1.4057794048055245,-0.5227119630250736,1.1486158791974033,0.2497967527639375,0.5140839875435324,0.6352951165371336,1,1,16,58.64
-0.5906586368010629,-0.5079450168009891,-0.7121605878145879,-0.16481458927002718,0.5127727716440861,1.6467625554333047,1,0,23,4.14
-0.510751941786021,-0.5227119630250736,-0.7121605878145879,-0.6253764876822778,0.5140839875435324,-0.9902775531174272,1,0,5,4.43
-0.5925026374552562,-0.5227119630250736,-0.7121605878145879,-0.3892856980145301,0.5140839875435324,-0.665163019186515,0,0,7,3.6
1.6688568314704322,-0.5227119630250736,1.7688747015347337,0.4367679821652407,0.5140839875435324,-0.3039246481521682,1,1,9,77.72
0.8857712203230206,-0.5227119630250736,1.1486158791974033,0.5328944334393576,0.5140839875435324,-0.3400484852556029,1,1,9,58.9
-0.5593106256797772,-0.5227119630250736,-0.7121605878145879,-0.7067142541449914,0.5140839875435324,-0.9180298789105578,1,0,5,3.53
-0.7984160438401722,2.7542076490649507,-0.7121605878145879,1.025674538047878,-2.160796447326484,1.3216480215023925,0,0,21,4.57
0.44321106331663424,-0.5227119630250736,0.5283570568600728,0.4299018070742326,0.5140839875435324,0.9604096504680457,1,1,18,38.84
-0.6834733363954579,1.4829078241369489,-0.7121605878145879,0.519690250572034,-1.9241219774764653,1.502267207019566,1,1,22,3.96
-0.7984160438401722,2.9085893595894703,-0.7121605878145879,1.025674538047878,-2.2483201086145104,0.16568523419248268,0,1,13,4.07
-0.5925026374552562,-0.5227119630250736,-0.7121605878145879,-0.6502003514728464,0.5140839875435324,-0.9541537160139925,0,0,5,3.13
-0.5660719614118193,-0.5227119630250736,-0.7121605878145879,-1.0067132888905859,0.5140839875435324,-0.9180298789105578,1,0,5,2.95
0.7505445056821803,-0.5227119630250736,0.5283570568600728,0.3686343985698508,0.5140839875435324,0.4185520939165255,1,1,14,45.68
-0.5353386171752647,-0.5227119630250736,-0.7121605878145879,-1.3357615259442928,0.5140839875435324,-1.0986490644277311,0,0,4,2.84
-0.5593106256797772,-0.5227119630250736,-0.7121605878145879,-0.9903401021351048,0.5140839875435324,-1.3876397612552087,1,0,2,3.06
1.4697047608175582,-0.5227119630250736,1.1486158791974033,0.29469097451283777,0.5140839875435324,0.4907997681233948,1,2,15,62.64
0.5095950868675923,-0.4743837753826153,1.1486158791974033,0.7203938301553541,0.5140839875435324,0.8159143020543069,1,1,17,59.83
-0.7984160438401722,3.038806976292762,-0.7121605878145879,1.025674538047878,-2.1149038908458713,0.09343755998561333,1,1,12,5.36
0.8034058577690543,-0.5227119630250736,1.1486158791974033,0.5455704489919881,0.5140839875435324,-0.2678008110487335,1,1,10,56.88
-0.7984160438401722,1.8118079900370128,-0.7121605878145879,1.025674538047878,-2.2083280236814047,0.3824282568130908,0,0,14,2.99
1.9165675860170623,-0.5227119630250736,1.7688747015347337,0.5033170638165524,0.5140839875435324,1.5745148812264353,1,2,22,91.8
-0.6078693095735336,-0.5079450168009891,-0.7121605878145879,-0.18963845306059568,0.5127727716440861,-1.0986490644277311,1,0,4,3.74
-0.5703746296049369,-0.2569069309915526,-0.09190176547725755,0.9887028260193717,0.5075279080463019,0.8881619762611763,1,2,18,31.25
1.6356648196949533,-0.5227119630250736,1.1486158791974033,0.3142331651564771,0.5140839875435324,-0.2678008110487335,1,1,10,68.36
-0.5039906060539788,-0.5227119630250736,-0.7121605878145879,-0.9111150049311626,0.5140839875435324,-1.6043827838758167,1,0,0,3.92
-0.5617692932187016,-0.5227119630250736,-0.7121605878145879,-0.6274891569410492,0.5140839875435324,-1.5321351096689475,1,0,1,3.64
1.5428501201005584,-0.5227119630250736,2.389133523872064,0.7272600052463621,0.5140839875435324,1.0687811617783498,1,2,19,108.5
2.047491632464785,-0.5227119630250736,2.389133523872064,0.6559574177628145,0.5140839875435324,1.0326573246749151,1,2,19,117.14
-0.7984160438401722,1.6668234271096374,-0.7121605878145879,1.025674538047878,-2.159485231427038,0.8881619762611763,0,0,18,3.06
-0.5881999692621386,-0.5173421643981339,-0.7121605878145879,-0.3396379704333924,0.5137561835686707,-1.5321351096689475,0,0,1,3.78
-0.46649592608538226,-0.5227119630250736,-0.7121605878145879,-1.7973797589859295,0.5140839875435324,-1.6043827838758167,1,0,0,2.84
-0.5660719614118193,-0.5227119630250736,-0.7121605878145879,-0.7943900283840206,0.5140839875435324,-0.6290391820830803,1,0,7,3.28
-0.5353386171752647,-0.5227119630250736,-0.7121605878145879,-0.9354107014070382,0.5140839875435324,1.5745148812264353,1,1,22,3.46
-0.7984160438401722,1.2600611811189462,-0.7121605878145879,1.025674538047878,-1.529118187768332,0.9604096504680457,0,2,18,5.4
-0.5728332971438612,-0.5227119630250736,-0.7121605878145879,-0.967628907603308,0.5140839875435324,-0.9541537160139925,1,0,5,2.92
-0.7984160438401722,0.9325034648756173,-0.7121605878145879,1.025674538047878,-1.933300488772588,0.6714189536405683,0,0,16,2.84
0.9982552602288107,-0.5227119630250736,0.5283570568600728,-0.06604730142244566,0.5140839875435324,-1.6405066209792514,0,0,0,38.09
0.6995271542494998,-0.5227119630250736,1.1486158791974033,0.6475067407277275,0.5140839875435324,1.0326573246749151,1,1,19,60.91
-0.2230878397318698,-0.5227119630250736,-0.7121605878145879,-0.6253764876822778,0.5140839875435324,-0.556791507876211,0,0,8,8.86
-0.6189333134986932,-0.5227119630250736,-0.7121605878145879,-0.3940392038467661,0.5140839875435324,-1.3876397612552087,1,0,2,3.13
-0.13703447586951686,-0.5227119630250736,0.5283570568600728,0.8577173319755202,0.5140839875435324,1.0326573246749151,1,2,19,41.65
-0.7984160438401722,2.9475203996347847,-0.7121605878145879,1.025674538047878,-2.025085601733814,0.129561397089048,1,1,12,5.98
0.9078992281733401,-0.5227119630250736,1.1486158791974033,0.6649362621125947,0.5140839875435324,-0.15942929973842945,1,2,10,71.21
-0.5881999692621386,-0.5227119630250736,-0.7121605878145879,-0.4627009547568499,0.5140839875435324,-1.7127542951861208,1,0,0,3.53
-0.4197812428458193,-0.5227119630250736,-0.7121605878145879,-2.044562062262229,0.5140839875435324,-1.3153920870483393,0,0,2,2.84
-0.47325726181742434,-0.5227119630250736,-0.7121605878145879,-1.656887253277605,0.5140839875435324,-0.6290391820830803,1,0,7,2.99
